,sentence,entity,score
0,　　2018年1月31日盘后，千山药机发布公告，证券公司已于1月30日通过质押特别交易单元处置千山药机高管王亚军质押标的证券，成交金额1507.2万元,['千山药机'],[0.0]
0,2018年1月18日，大湖股份在重组媒体说明会媒体问答环节，除对中证中小投资服务中心提出的疑问进行相应答疑外，并未给其它参会媒体任何提问和互动的机会,['大湖股份'],[1.0]
1,　　据记者从腾讯方面获取的数据显示，三一重工在使用该工业互联网平台后，企业资产利用率提升8%，人均产值增长20%以上,['三一重工'],[1.0]
14,值得注意的是，据《华夏时报》记者了解，曾在2017年4月、2016年12月以及更早的几年时间里，贝因美已经经历过多次董事辞职,['贝因美'],[-1.0]
8,　　有金融界人士表示，从处罚内容来看，很多行为都是低级错误，包括高管违规买卖股票，统计报表都会出错，这都是让业内也感到匪夷所思的低级错误，这说明杭州银行在内部的培训、内部的政策宣导上，在上市以后没有很好地贯彻落实，说明管理存在问题,['杭州银行'],[-1.0]
0,　　獐子岛2月9日晚间公告，收到中国证监会出具的《调查通知书》，公司因涉嫌信息披露违法违规，证监会决定对公司进行立案调查,['獐子岛'],[-1.0]
3,农业银行2017年年报显示，截至报告期末贷款余额达10.72万亿元，较上年末增加1万亿元，增速10.3%；存款余额达16.2万亿元，较上年末增加1.16万亿元，增速7.7%,['农业银行'],[1.0]
7,但对于乐视网员工的持股情况，其称：“未受到影响,['乐视网'],[0.0]
0,　　3月15日，比亚迪被指通过远程遥控锁定车辆,['比亚迪'],[0]
0,　　钢铁股走势疲软，新钢股份跌5.74%、跌5.64%、跌3.02%、跌2.78%、跌2.58%、跌2.17%、跌2.01%,['新钢股份'],[-1.0]
20,2016年12月，北京文化宣布，按照总票房5亿的收入，购买影片《一代妖精》(后改名为《二代妖精》)主要出品方工夫影业的部分票房收益权，并支付给对方大约7473万的票房净收益,['北京文化'],[1.0]
0,　　为何涪陵榨菜突然宣布暂停该项目,['涪陵榨菜'],[-1.0]
2,　　去年12月19日，欣泰电气因不服证监会对其欺诈发行、虚假披露证券行政处罚及北京市第一中级人民法院一审判决而上诉，首次出庭应诉的中央部级单位负责人、证监会主席助理黄炜重申：“欺诈发行是证券市场最为严重的违法行为，严重侵蚀证券市场的运行基础，对此类行为和主体绝不姑息”,['欣泰电气'],[-1.0]
0,天相投顾对今年公募基金三季报的统计显示，在基金减持的前50大股票中就有10只为医药股，分别是、、、、、、、、、，累计减持市值达到153.38亿元，其中云南白药被减持额度最大，达到22.27亿元,['云南白药'],[-1.0]
11,亡羊补牢，中兴迟也　　中兴通讯作为国内通信设备龙头企业募资的主要目的投向5G网络，这的确符合企业的定位和市场发展的趋势，5G是国家战略实施的重点，未来移动互联网、物联网、人工智能甚至通信产业升级，都需要更高的带宽，现在4G这双向四车道显然无法承载下如此车水马龙,['中兴通讯'],[1.0]
3,目前，兰太实业除与吉兰泰集团纯碱业务之间的同业竞争外，与中盐总公司控制的非上市化工企业的业务范围重合主要为纯碱业务,['兰太实业'],[0.0]
0,近年来国际波动剧烈，中国石油产业链相关企业面临较大的风险敞口，经营发展的不确定性大大增加,['中国石油'],[1.0]
4,　　4、仲裁进展　　诚迈科技已于2018年2月11日收到北京仲裁委员会的《关于(2018)京仲案字第0510号仲裁案受理通知》,['诚迈科技'],[0.0]
4,　　四年前高溢价收购，四年后将高溢价出售，对于有着IPO预期的新丽传媒，光线传媒究竟是如何考量,['光线传媒'],[1.0]
32,相比高昂的营销推广费用，香飘飘在产品创新上则不太“上心”,['香飘飘'],[1.0]
1,　　针对上述问题，獐子岛回应，公司不存在上述情形,['獐子岛'],[-1.0]
0,随后乐视网股价跌幅收窄,['乐视网'],[-1.0]
4,　　值得注意的是，2017年前三季度，*ST钒钛销售费用和管理费用同比下降了89.49%和73.26%，其降本增利成效明显,['ST钒钛'],[-1.0]
16,此外，截至2017年上半年末，浦发银行成都分行的职工人数为974人，所属机构数为11个，资产规模为1389.36亿元，在浦发银行全国分行中排名第9位,['浦发银行'],[0.0]
10,实际上但斌此前在接受《每日经济新闻》记者的采访时就表示，东方港湾旗下所有持股贵州茅台的产品合计起来，会进入前十大流通股东名单,['贵州茅台'],[0.0]
0,6月23日龙虎榜显示，前五大买入席位出现了东方证券上海肇嘉浜路营业部和银河证券绍兴营业部等著名游资席位，显示游资对于高送转板块看好，相关概念股还有、、、、、、等,['东方证券'],[1.0]
10,　　这部分销售收入源于*ST金宇2017年11月收购智临电气后，将后者纳入合并报表范围,['ST金宇'],[0.0]
2,　　从7.14元/股的发行价，到5月5日148.27元/股的收盘价，暴风科技股价累计涨幅接近20倍,['暴风科技'],[1.0]
9,　　不过这个金控公司，似乎更像是为了泰禾集团的房地产项目“输血”,['泰禾集团'],[-1.0]
4,　　而就在正式处罚落地同时，由许峰律师代理的一百多个金亚科技投资者索赔案恰巧同时获得了法院的正式受理,['金亚科技'],[1.0]
0,分别是浙江长城电工(600192)科技股份有限公司、芜湖伯特利汽车安全系统股份有限公司、振德医疗用品股份有限公司,['长城电工'],[1.0]
1,中国平安周三早段靠稳，向上阻力留意40元水平，即市支持参考10天线约36.8元,['中国平安'],[1.0]
6,预告称，TCL集团预计2017年一季度实现净利润6.5亿元~7.5亿元，同比增长83%~111%，集团各项产品均取得良好增长，唯有手机业务出现大幅度下滑,['TCL集团'],[1.0]
3,　　春节黄金周，海南旅游火爆，在此带动下，海峡股份在资本市场上表现抢眼，股票价格于2018年2月14日、22日、23日连续3个交易日内日收盘价格涨幅偏离值累计超过20%,['海峡股份'],[1.0]
0,　　煤炭板块大幅领涨，盘江股份、、涨停，涨9.55%、涨8.41%、涨8.35%、涨7.77%、涨7.58%、涨7.18%,['盘江股份'],[1.0]
9,　　　　除了提速，阳光城在土地储备上更是加大力度，证券机构统计数据显示，2016年阳光城拿地金额约为381亿元，而今年前十月阳光城通过招拍挂以及股权收购等方式的累积投资金额合计已达485.51亿元，占销售金额比例81%，与2016年全年相比提升24%，土地储备超过3000万平米，总货值超4400亿元,['阳光城'],[1.0]
0,　　我们认为，随着下游养殖端对于饲料行业专业化程度要求的逐步提高，海大集团依靠专业化研发及采购带来的饲料产品性价比优势将愈加凸显,['海大集团'],[1.0]
2,　　在具体操作方面，方正证券研究所明星分析师李大军、杨仁文，分别就新型产业投资和传媒行业投资策略等热点问题，同与会者交流了自己的观点,['方正证券'],[-1.0]
0,'　　　新京报快讯（记者 侯润芳 李晓丽） 日前，中国人民银行对民生银行厦门分行（新兴支付清算中心）支付清算业务违规情况进行了处罚，除了给予警告，合计罚款1.63亿元,['民生银行'],[1.0]
6,　　在技术导入环节，华夏幸福“借船出海”，依托美国硅谷、以色列特拉维夫、韩国首尔、德国柏林等海外孵化器科研成果，导入国外技术资源；通过与院校合作，对接九校联盟，吸引国内一流院所的科研力量与技术成果；对接国家科研机构，网罗一流资源与人才；利用本地企业资源，创建企业研发中心——四大路径对接全球技术，固安全力引进高端科研力量与技术成果,['华夏幸福'],[1.0]
0,　　军工股今日普遍回调，截至发稿，成飞集成大跌逾5%，、、、等均跌逾4%，、等多股跌逾3%,['成飞集成'],[-1.0]
10,　　另一方面，根据与恒天然共同持股的达润工厂签署的《产品购买协议》规定，贝因美预期对其采购订单量不足，预计执行该协议变为亏损合同，满足预计负债的确认条件，减少了公司利润,['贝因美'],[-1.0]
0,　　周三早盘，石墨概念股盘中直线蹿升，截至发稿，华丽家族涨8.75%，一度涨停，涨2.78%，涨2.39%，涨2.46%，涨1.09%,['华丽家族'],[1.0]
19,　　而启明星辰的再融资颇为频繁，除了收购安方高科的配套融资为7450万元，2017年1月收购北京赛博兴安科技有限公司又配套募集资金16973.88万元,['启明星辰'],[-1.0]
14,根据停牌前(高送转后)乐视网15.33元的收盘价，复牌前公募基金对乐视网给出了13个跌停的估值,['乐视网'],[-1.0]
1,　　前有，贾跃亭1月2日中午回函北京证监局称已与乐视网充分沟通形成债务解决意向，结果乐视网当日晚间公告“打脸”表示，尚未形成可执行的整体债务解决方案,['乐视网'],[1.0]
10,这也意味着，1月20日公告中所涉及信用违约的借款人主体，很可能不是千山药机上市公司，千山药机在其中的角色应该是连带责任担保,['千山药机'],[-1.0]
0,　　券商板块拉升，西部证券涨5.87%、涨3.28%、涨2.79%、涨1.53%、涨1.28%,['西部证券'],[1.0]
0,'　　国信证券3日发布宏观周报，针对当前楼市、股市、债市、FAI的资金储备进行了分析，报告指出，楼市、股市资金充足，债市堪忧，FAI资金由松至紧转折，具体如下：　　　　当前楼市、股市“观望资金”大量聚集，下一步这两大市场可能因为“观望资金”过多而继续保持强势；而债市资金延续今年中以来的趋紧态势，收益率将继续走高；实体经济投资市场的储备资金当前正处于由松至紧的转折期，预计明年固定资产投资将实质性放慢,['国信证券'],[0.0]
2,　　据永辉超市的近两个财报周期的股东名单观察，徐翔在四季度对永辉超市采取了加仓的动作,['永辉超市'],[0.0]
0,"　　中原证券策略师张刚：A股走一波中期反弹的可能性较大，未来3-6个月沪指高点看3,600",['中原证券'],[0]
8,　　　　双成药业曾于2015年2月披露对澳亚生物收购计划,['双成药业'],[0.0]
3,　　先后被前海人寿、安邦保险举牌的万科终于有了明确的表态，万科总裁郁亮昨日罕见发声：“感谢王石主席，感谢万科，感谢坚定支持我们的客户、股东和合作伙伴……奔向万亿大万科,['万科'],[1.0]
0,'　　　　　　邦讯技术，2012年5月8日登陆创业板,['邦讯技术'],[0.0]
5,　　依托特斯拉，旭升股份占领了新能源汽车高端零部件领域的制高点，为公司开拓国内外市场新客户打下坚实的基础,['旭升股份'],[1.0]
10,　　据公开信息，广东甘化目前已明确以医疗健康领域为业务转型方向,['广东甘化'],[1.0]
14,在投资分析师黄欣看来，轻资产项目在降低宋城演艺前期投入成本、低风险加速品牌扩张等方面具有优势，但过度偏向轻资产也会适得其反，虽然“千古情”系列已经形成一定的IP效应，但获得持续性的成功还需要进一步发展，而宋城演艺过度在全国各地铺开进行轻资产合作，也会让公司的经营和品牌管理能力面临新的挑战,['宋城演艺'],[1.0]
2,兰太实业的主业并不包括煤炭，但依据其上游需求持续多年拥有相关资产，如今试图出让变现,['兰太实业'],[1.0]
0,推荐(全球第二大钴矿供应商，钴利润占比超过30%)，建议关注华友钴业(国内最大的钴冶炼企业之一，2018年钴矿项目投产提升自给率),['华友钴业'],[1.0]
1,方正证券首席分析师 杨仁文：这个行业还处于一个从0到1的阶段，还没进入到从1到10，或者从1到100这个阶段,['方正证券'],[0.0]
5,　　2月2日，獐子岛早间公告称，基于相关海洋研究专业机构近年在北黄海的环境监测数据、产业调研情况及公司海洋生物研发中心浮标、潜标月度例行调查等数据，公司海洋牧场研究中心专家等人员正在分析可能造成底播虾夷扇贝存货异常的原因，分析报告预计2月4日前能够基本形成,['獐子岛'],[1.0]
2,公开信息显示，中信证券前任总经理程博明等三人因涉嫌内幕交易、泄露内幕信息于2015年9月15日被公安机关依法要求接受调查,['中信证券'],[-1.0]
0,国海证券宏观研究负责人樊磊对记者表示，特朗普开打贸易战的意图与其面临中期选举有关，背后深层次的原因与全球化收益分配的不均等、美国劳动力市场调整不够灵活，以及中国在市场开放方面确有不足等因素有关，“两国协商化解此次贸易争端是大概率事件，不太可能陷入新冷战，中国现在是全球供应链，是服务和金融市场的主要参与者，包括美国在内的西方国家在中国都有巨大利益,['国海证券'],[0.0]
2,贵州茅台自1月10日最低的118.01元开始悄然起步，昨日涨至158.53元，2个月涨幅超过30%,['贵州茅台'],[1.0]
1,”华泰证券称,['华泰证券'],[0.0]
2,　　问题一，您为什么提前卸任乐视网董事长,['乐视网'],[-1.0]
2,从去年12月29日开始，东阿阿胶的股价躁动，7连阳的累计涨幅为21.14%,['东阿阿胶'],[1.0]
0,自2010年以来，广发证券策略团队的高股息、高盈利指数相对上证指数的走势几乎持续向上，体现了穿越“牛熊”的能力,['广发证券'],[1.0]
15,另据《北京商报》报道，海澜之家2016年三季度财报显示，该期存货周转天数较上年同期增加56天，环比中报增加39天,['海澜之家'],[1.0]
13,　　财务数据显示，今年前三季度，川化股份营业总收入39.86亿元，同比大增303.14%；扣非后归属母公司股东净利润为1.33亿元，同比大增1008.15%,['川化股份'],[0.0]
1,　　　　海通证券指出，虽然当前市场从战略防御进入到战略相持阶段，但战略上反攻还要边走边确认，等待改革、转型、“十三五”等政策的推进,['海通证券'],[1.0]
4,　　6.15之后有人说国泰君安看空了，不知道，我在休假,['国泰君安'],[0]
6,　　值得肯定的是，万科的财务状况一直保持稳健,['万科'],[1.0]
5,　　恒生网络4.4亿元大额罚单对其自身来说是“天价罚单”，直接能罚得倾家荡产，对于恒生电子来说亦不是小数额，相当于恒生电子一年的净利润,['恒生电子'],[0.0]
0,　　在去年明确了淘票票的新战略——挖掘增量市场——后，中国电影经历了贺岁档《前任3》《芳华》大爆、春节档三片过20亿票房的繁荣局面,['中国电影'],[1.0]
1, 　　世龙实业表示，公司净利润预计同比下滑，主要因产品AC发泡剂与氯化亚砜的销售价格同比下降，大宗原材料尿素、盐、煤等物资的采购价格同比均上升，以上因素导致产品毛同比降低,['世龙实业'],[-1.0]
0,'　　东方证券8日在上海召开东方赢家VIP年度策略会,['东方证券'],[0.0]
5,　　另据了解，宜信和浦发银行自2013年起就已建立起紧密的合作关系，双方开展的各类私募基金资金托管业务托管总规模已逾人民币100亿元,['浦发银行'],[1.0]
1,　　国民技术近期可谓是祸不单行，先是合作伙伴前海旗隆突然失联，后是被证监会立案调查,['国民技术'],[-1.0]
14,基于科学、高效的冷链物流体系，国旅联合具备了推动健康食品业务的实质性基础及强大的市场竞争力，且冷链物流基地亦可与特色小镇等实体平台形成产业+文旅的有机融合，将对国旅联合大健康理念的积极践行带来极大助益,['国旅联合'],[1.0]
0,'　　【导读】创势翔踩雷背后，实际上是私募行业生态的问题　　中国基金报 林雪　　因为踩雷欣泰电气、深陷泥沼的昔日私募冠军创势翔，这两天又因为一纸工商注册变更引发舆论的关注和猜测,['欣泰电气'],[-1.0]
15,　　有关王石、郁亮究竟从万科获取了多少薪酬回报，由于经济利润制度和合伙人制度的披露不够，此前存在着各种版本的计算方式与争议,['万科'],[-1.0]
4,而阜兴集团负责人朱一栋的身份十分特殊，他正是“大连电瓷”上市公司实际控制人的儿子,['大连电瓷'],[0.0]
5,　　　　广发证券建材行业分析师邹戈表示，供给侧改革对水泥、玻璃行业而言主要是指“去产能”，去产能的主要思路是设立专项资金，支持淘汰产能,['广发证券'],[0.0]
19,”　　只是，值得关注的是，未来依靠着稀少的驴皮资源一涨再涨的东阿阿胶，还能在资本市场上造多少“血”呢,['东阿阿胶'],[1.0]
2,新希望在布局“一带一路”沿线市场方面有何经验,['新希望'],[1.0]
1,　　海通证券表示，今年上半年尤其是二季度中，“一九”现象明显，即上涨个股数量在全部A股中占比不到10%，且多是500亿元以上一线蓝筹,['海通证券'],[0.0]
2,”　　需要提及的是，去年年底山东华鹏因筹划重组停牌，截至目前公司停牌已有三个月时间,['山东华鹏'],[0.0]
1,对此，新华保险相关负责人回应称，这是公司、优化业务结构的结果,['新华保险'],[0.0]
0,2014年2月24日，有关“多家银行暂停地产开发贷”的传言曾在二级市场引发恐慌，当日地产股领跌大盘：板块指数跌幅超过5%，、、等跌停，、大跌逾8%，重挫7%，万科A跌逾6%,['万科'],[-1.0]
0,　　3月13日晚间，顺丰控股（002352）发布了2017年年度报告,['顺丰控股'],[0.0]
0,　　从估值方面来看，数据显示，截至上周五，共有12只煤炭股最新动态市盈率低于板块整体市盈率(13.16倍)，其中，陕西煤业(8.51倍)、(8.84倍)、(9.04倍)等3只个股最新动态市盈率均在10倍以下,['陕西煤业'],[0.0]
2,　　据悉，山河智能IPO时发行了3320万股，加上上市之后每10股转增10股，划转社保基金的股权将达到664万股,['山河智能'],[1.0]
3,　　控股股东面临平仓危机　　因为筹划重大收购事项，顾地科技股票自2017年5月25日开市起停牌,['顾地科技'],[-1.0]
13,据业绩快报显示，公司营收5.37亿元，归属上市公司股东的净利润亏损1.19亿元，自2014年起，三变科技的净利润和扣非净利润均连年下滑,['三变科技'],[0.0]
6,六个月后，时任三五互联证券事务代表的谢荣钦宣布辞职，上述职务因此长期空缺,['三五互联'],[-1.0]
1,　　不过，如此业绩并不妨碍分析人士对公司的看好，业内人士表示，考虑到张江高科庞大的项目储备、较强大的管理阵容以及有望首批进入新三板扩容名单，未来创投业务有望为公司贡献可观的盈利，王亚伟在三季度选择大举增持，或许正是看好公司的创投业务前景,['张江高科'],[1.0]
0,其中折价幅度排名居前的分别是折价48.16%；中国长城折价48.16%；折价47.59%,['中国长城'],[0]
14,”　　从当前的政策以及客观情况来看，摆在乐视网面前只有三条路可走：　　一是破产重组，但需要监管机构多方支持，且周期长，而且即便重组，也需要不少于100亿的资金，目前的环境下没有任何资金可以进得来,['乐视网'],[-1.0]
0,正是瞄准这个趋势，新东方、好未来等巨头已在积极采取行动，通过成立实验室、与科大讯飞这样的AI巨头联手，或者投资AI创业公司的方式，来迎接AI教育的变革,['科大讯飞'],[1.0]
6,　　蓝盾股份董事长柯宗庆在致辞时表示：“车辆信息安全检测系统，助力蓝盾股份进入一项新领域,['蓝盾股份'],[1.0]
1,中国建筑A股昨日平收，表现相对平稳,['中国建筑'],[0]
4,几乎与此同时，长江商学院教授薛云奎公开撰文评论科大讯飞“风险巨大”，不少声音将之与乐视相提并论,['科大讯飞'],[1.0]
10,　　对此有私募人士认为，上海银行限售股解禁有两个特点，首先是解禁量比之前流通盘大太多，按照11月15日收盘价计算，解禁市值高达500亿元,['上海银行'],[1.0]
25,　　另一个问题是，中电广通2015年虚增2.22亿营收，是否对投资者形成了误导，又是否对他们的利益造成了损失,['中电广通'],[-1.0]
2,　　根据西南证券的计算，两款新药峰值收入和净利润将分别高达28.1亿元和11.2亿元,['西南证券'],[1.0]
9,浙富控股表示，印度尼西亚巴丹图鲁水电站项目建成运营后，公司主营业务收入将会增加电力销售收入，据其测算，该项目进入运营期后，除第一年净利亏损2306万美元外，其后9年将开始逐步盈利,['浙富控股'],[1.0]
0,　　申万宏源投资顾问李青也表示，黄金股作为防御类个股，其股价表现跟国际形势密切相关,['申万宏源'],[1.0]
0,　　值得注意的是，约翰·霍克斯沃斯还指出，很多新兴经济体的增长动力源于较快的人口增长，因此这些国家需要刺激本地需求及劳动力人口的增加；同时，新兴经济体需要大幅提高机构效率并改善基础设施，才能实现长期增长,['动力源'],[1.0]
13,2016年10月10日、2016年10月14日博雅干细胞先后将人民币4000万元及4000万元合计8000万元通过银行转账方式汇入新日恒力账户,['新日恒力'],[0.0]
0,'　　　　　　福星股份11月2日晚公告，公司拟非公开发行不超过1.9亿股，募集资金总额不超过18亿元，扣除发行费用后的募集资金全部投入红桥城K2项目、福星华府K4项目,['福星股份'],[1.0]
0,无论如何，只有不失时机地顺应新时代的改革大趋势，才有可能真正成为对接新经济的探路者,['探路者'],[1.0]
0,　　午后雄安概念股快速拉升，冀东装备直线拉升，截至发稿该股涨停，、、等放量大涨,['冀东装备'],[1.0]
11,”对于乐视网2016年度年报，审计机构信永中和会计师事务所称,['乐视网'],[0.0]
0,铁路设备行业需求形势已经好转，后续市场化的改革措施将激发铁路行业的潜力，广发证券继续给予铁路设备行业“买入”评级，重点看好综合性的铁路设备制造商、,['广发证券'],[1.0]
0,在被问及投行业务的进展情况及新一年的展望时，广发证券方面表示，2016年整个再融资市场规模不断增加，公司投行在业务布局上加大了对再融资产品的拓展力度，收入构成由原来以IPO为主，逐步过渡到IPO、再融资、并购、债券等业务均衡发展,['广发证券'],[0.0]
1,仁宝的这笔投资有着不少先决条件，包括乐视致新股东决议通过和交易文件签署，以及乐视致新及乐视网无重大不利变动，其他认购乐视致新增资的投资人无重大违约事件,['乐视网'],[1.0]
1,　　对于公司营收的增长，乐视网解释称，主要原因为集团旗下超级电视品牌乐视致新销售成绩的优异，以及上市公司广告业务、付费会员业务的快速发展；而净利润的下跌，乐视网则将其归因于新业务处于成长期造成利润总额下降，此外存在少数股东损益,['乐视网'],[1.0]
9,来自该公司预测的数据显示，2017年底，隆基股份单晶产能将达到15GW，并将持续以每年50%的增长步伐扩大产能,['隆基股份'],[1.0]
0,'　　12月26日晚间，宁夏钢丝绳股份有限公司（下称“新日恒力”）发布公告，称关于博雅干细胞科技有限公司2017年度预审计工作不能正常进行，公司对博雅干细胞已失去控制，将会对公司2017年度审计报告的审计意见产生影响，对公司将造成重大影响,['新日恒力'],[-1.0]
23,经济观察报记者获悉，比亚迪意欲对旗下动力电池和光伏板块进行拆分并进一步推动上市，以期和宁德时代一较高下，补回缺失的战略时机,['比亚迪'],[1.0]
1,　　此外，英洛华于2016年6月发行股份购买资产并募集配套资金6.1亿元，截至2017年6月30日，所涉及的“新能源汽车动力电机用高性能磁体研发与产业化”项目的募集资金使用进度为3.26%，另两个项目“消防及消防训练模拟产业化”、“新能源汽车驱动系统研发及产业化”则已超过一年未使用募集资金,['英洛华'],[1.0]
16,　　另外，为了推广WEY这一全新的高端品牌，长城汽车在广告宣传等方面也砸下重金,['长城汽车'],[1.0]
3,不过，这一重组方案一开始就遭到华润和宝能双双反对：宝能公开发表声明称，明确反对本次预案，后续在股东大会将据此行使股东权利；华润则回应称，支持万科和深铁在业务层面的合作，但反对管理层提出的拟发行股份购买资产的预案,['万科'],[1.0]
0,上周五次新股强得有些出人意料，同花顺“新股与次新股”板块大涨了2.96%,['同花顺'],[1.0]
19,　　一是除已偿还和小额欠款，乐视网已与主要欠款方达成还款计划，前述应收账款将分阶段还款，并最终定于2017年年末全部收回,['乐视网'],[1.0]
2,全通教育今日跌停开盘，带领前期大幅上涨的高价题材股掀起跌停潮,['全通教育'],[-1.0]
13,　　以腾讯、京东联袂入股步步高为例，三方将共同探索图像识别、人工智能及其他前沿技术在线下业态的应用,['步步高'],[0.0]
1,9月12日，有媒体报道称，“国泰君安计划在香港上市，募集至少20亿美元”,['国泰君安'],[0.0]
2,煌上煌相关负责人表示，无人智能店正以高效、低成本、智能运营促使传统食品连锁行业不断升级,['煌上煌'],[-1.0]
1,　　乐视网周三早盘继续大涨6.98%，收盘报6.59元,['乐视网'],[1.0]
9,　　海通证券对《中国经营报》记者表示，大投行业务是公司业务一大亮点，其中保荐业务融资金额市场排名第三、融资家数市场排名第五、年底在会储备项目市场排名第二,['海通证券'],[0.0]
5,　　在盈利能力逐年下滑的同时，长江证券的股价也节节下挫，自2017年1月1日~2017年12月26日，公司的股价累计跌幅达21.43%,['长江证券'],[-1.0]
12,就此，《每日经济新闻》记者致电华昌达董秘办，但未获接通,['华昌达'],[0.0]
2,”而早在2014年四季度，獐子岛就曾经出现过“扇贝不见了”的情况，这已经是公司第二次出现这种情况,['獐子岛'],[-1.0]
11,　　同一时间，中洲香港向有限公司申请了11.2亿港元贷款，以中洲控股在东亚银行(中国)有限公司深圳分行开立的人民币9.7亿元备用信用证提供担保,['中洲控股'],[0.0]
46,长海县獐子岛褡裢经济发展中心持有的无限售条件流通股中，处于质押状态的股份累积数为5000万股，占公司总股本的7.03%,['獐子岛'],[1.0]
12,尽管接任这一职位的仍是乐视控股体系内的梁军，但以孙宏斌的风格而言，乐视网将深刻打下其烙印也许并非不可能,['乐视网'],[0.0]
3, 除此以外，千山药机之前两次筹划的定增事项也以失败告终：2014年8月，千山药机发布上市后的首次定增预案，拟向3名自然人作价不超过12.58亿元发行不超过6531.67万股，其中大股东刘祥华独揽九成认购，该定增方案在2015年8月被否；两个月后，千山药机再次发布新的定增预案，拟募集不超过39.98亿元，募投千山慢病精准管理与服务中心、千山医疗器械产业园项目、超导磁共振系统核心部件和智能电子血压计佛山产业基地项目以及偿还银行贷款和补充流动资金，该定增方案在2016年3月同样被称因为市场宏观环境、资本市场发生变化而被宣告终止,['千山药机'],[-1.0]
14,　　陕国投对此进行回复称，关于《指导意见》中要求打破“刚性兑付”的问题，陕国投指出，近年来公司已适应信托业务回归本源的发展趋势，加快业务转型，控制融资类信托业务，积极发展证券投资类、股权投资类等信托业务，融资类信托资产占比低于30%,['陕国投'],[1.0]
1,　　减持为了减缓质押还款压力　　值得注意的是，佳讯飞鸿在2月7日因为4位实控人质押的股票部分已触及平仓线而停牌，公司实际控制人合计持有公司股份数为2.54亿股，占公司总股本的42.63%，合计累计质押股份2.16亿股，占其所持有公司股份的85.05%，占公司总股本的36.25%，佳讯飞鸿在2月22日声称解除了平仓质押风险复牌时，实控人联合向公司员工发出了增持倡议，而随后公司的股票就快速向上，甚至一度在3月21日涨至9.28元的高位,['佳讯飞鸿'],[1.0]
7,　　其中，三一重工优先分享了“一带一路”红利,['三一重工'],[0.0]
7,”招商蛇口常务副总经理朱文凯表示,['招商蛇口'],[0.0]
10,　　招股书披露的数据显示，2014-2016年，德赛西威分别实现营业收入26.37亿元、36.68亿元和56.78亿元，实现归母净利润1.66亿元、3.59亿元和5.90亿元,['德赛西威'],[1.0]
13,　　在乐视网公告中，乐视网则详细描述了目前公司的资金危急状况,['乐视网'],[1.0]
0,　　在进入到七月份的中报披露期后，一些明星股的业绩表现让人大跌眼镜，比如、、的业绩都大降数成，特别是同花顺，业绩下滑的同时，大股东及高管居然大举减持总股本7.99%的股份，丝毫没有体现出与股民同舟共济的负责任精神,['同花顺'],[-1.0]
12,　　此外，2月7日千山药机的另一份涉诉公告显示，公司与实控人刘祥华及一致行动人刘华山等一道被湖南一家小贷公司推上了被告席，原因是：千山药机为上述两人各自500万元总额共计1000万元的小额贷款提供了担保,['千山药机'],[1.0]
1,随着海外新能车崛起，新宙邦电解液有望“价高量升”,['新宙邦'],[1.0]
0,　　1月30日晚，贵州茅台发布公告称，经本公司财务部门初步测算，预计2017 年度实现净利润与上年同期（法定披露数据）相比，将增加97亿元左右，同比增加约58%,['贵州茅台'],[1.0]
0,　　租售同权概念股反弹走强，截至发稿，绿地控股涨逾4%，、、、纷纷涨逾1%,['绿地控股'],[1.0]
6,上半年财政收入呈现先抑后扬的走势，前四个月负增长，在5、6月恢复正的增长，主要因素在于一方面是经济回暖的表现，另一方面是税制改革原因造成(如成品油税费改革)，而上半年财政支出增速较快，财政压力较大，山西证券预计，随着经济的企稳回暖，下半年财政收入或平稳回升，而财政支出将继续加大，财政赤字压力显现,['山西证券'],[-1.0]
3,　　三亚市共有23家一心堂连锁药店，23家分店除一家店以外，其余22家分店负责人都是一个名叫张爱红的人,['一心堂'],[0.0]
7,永安行方面认为，“原告是以发明专利侵权纠纷作为工具阻挠被告首次公开发行”,['永安行'],[-1.0]
0,新能源方面，国家补贴政策落地，中长期理性增长可期，且短期不确定性的下降将促动补库需求，关注钴(、、盛屯矿业、)、锂(、、和)、磁材(、、、等)等标的,['盛屯矿业'],[1.0]
0,中国移动称，2014年到2016年间，中国移动手机上网平均单价累计降幅达63.5%；中国电信表示，过去两年，中国电信手机流量费下降57.4%；中国联通表示，中国联通去年流量平均资费水平降至新低，相比2015年底降幅超过48%,['中国联通'],[-1.0]
3,据恒泰艾普公告，合同期间，其分别完成了PX-2井7寸套管固井作业和PX-1的工程作业，现阶段仍有剩余项目内容待完成，而目前该部分工作已经终止,['恒泰艾普'],[-1.0]
11,”　　目标股价高至900元　　在贵州茅台破“6”后，券商们也纷纷调高它的目标价,['贵州茅台'],[1.0]
2,　　为了稳定红阳能源股价，11月17日，沈煤集团承诺，自2017年11月16日起至2018年2月15日，在公司股票价格低于7.4元/股时，通过二级市场竞价交易择机增持公司股份，累计增持金额不超过1亿元,['红阳能源'],[1.0]
0,　　OLED概念全线走低，智云股份跌4.83%、跌4.80%、跌4.31%、跌4.08%、跌3.38%、跌3.11%、跌2.82%、跌2.75%、跌2.69%,['智云股份'],[-1.0]
0,　　省广股份走出异动行情的关键，在于公司正向区块链相关领域切入,['省广股份'],[0.0]
8,就在公司宣布终止重组前一天还有一家券商研究报告称，高能环境“有望插上国企翅膀，成功打破成长天花板,['高能环境'],[1.0]
